village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.01.33.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,CIBEUTEUNG MUARA,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16383,16120,16120,16120;16383,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2009;open_data_jabar:32.01.33.2009;kodepos_dev:32.01.33.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:376;open_data_jabar:17763;kodepos_dev:376,2026-08-11
32.01.33.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,KURIPAN,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16382,16120,16120,16120;16382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2010;open_data_jabar:32.01.33.2010;kodepos_dev:32.01.33.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:377;open_data_jabar:17764;kodepos_dev:377,2026-08-11
32.01.34.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,BANTARJAYA,,,,,16253,16253,16311,16253;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2001;open_data_jabar:32.01.34.2001;kodepos_dev:32.01.34.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:378;open_data_jabar:17765;kodepos_dev:378,2026-08-11
32.01.34.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,BANTARSARI,,,,,16254,16254,16311,16254;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2002;open_data_jabar:32.01.34.2002;kodepos_dev:32.01.34.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:379;open_data_jabar:17766;kodepos_dev:379,2026-08-11
32.01.34.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,PASIRGAOK,,,,,16252,16252,16311,16252;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2003;open_data_jabar:32.01.34.2003;kodepos_dev:32.01.34.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:380;open_data_jabar:17767;kodepos_dev:380,2026-08-11
32.01.34.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,RANCABUNGUR,,,,,16251,16251,16311,16251;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2004;open_data_jabar:32.01.34.2004;kodepos_dev:32.01.34.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:381;open_data_jabar:17768;kodepos_dev:381,2026-08-11
32.01.34.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,MEKARSARI,,,,,16256,16256,16311,16256;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2005;open_data_jabar:32.01.34.2005;kodepos_dev:32.01.34.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:382;open_data_jabar:17770;kodepos_dev:382,2026-08-11
32.01.34.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,CANDALI,,,,,16255,16255,16311,16255;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2006;open_data_jabar:32.01.34.2006;kodepos_dev:32.01.34.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:383;open_data_jabar:17771;kodepos_dev:383,2026-08-11
32.01.34.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.34,RANCA BUNGUR,CIMULANG,,,,,16252,16252,16311,16252;16311,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.34.2007;open_data_jabar:32.01.34.2007;kodepos_dev:32.01.34.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:384;open_data_jabar:17772;kodepos_dev:384,2026-08-11
32.01.35.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,CISARUA,,,,,16293,16660,16661,16293;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2001;open_data_jabar:32.01.35.2001;kodepos_dev:32.01.35.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:385;open_data_jabar:17773;kodepos_dev:385,2026-08-11
32.01.35.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,KIARASARI,,,,,16294,16660,16661,16294;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2002;open_data_jabar:32.01.35.2002;kodepos_dev:32.01.35.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:386;open_data_jabar:17774;kodepos_dev:386,2026-08-11
32.01.35.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,SUKAJAYA,,,,,16291,16660,16661,16291;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2003;open_data_jabar:32.01.35.2003;kodepos_dev:32.01.35.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:387;open_data_jabar:17775;kodepos_dev:387,2026-08-11
32.01.35.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,SIPAYUNG,,,,,16660,16660,16661,16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2004;open_data_jabar:32.01.35.2004;kodepos_dev:32.01.35.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:388;open_data_jabar:17776;kodepos_dev:388,2026-08-11
32.01.35.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,CILEUKSA,,,,,16292,16660,16661,16292;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2005;open_data_jabar:32.01.35.2005;kodepos_dev:32.01.35.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:389;open_data_jabar:17777;kodepos_dev:389,2026-08-11
32.01.35.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,KIARAPANDAK,,,,,16295,16295,16661,16295;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2006;open_data_jabar:32.01.35.2006;kodepos_dev:32.01.35.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:390;open_data_jabar:17778;kodepos_dev:390,2026-08-11
32.01.35.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,HARKATJAYA,,,,,16296,16660,16661,16296;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2007;open_data_jabar:32.01.35.2007;kodepos_dev:32.01.35.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:391;open_data_jabar:17779;kodepos_dev:391,2026-08-11
32.01.35.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,SUKAMULIH,,,,,16299,16660,16661,16299;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2008;open_data_jabar:32.01.35.2008;kodepos_dev:32.01.35.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:392;open_data_jabar:17783;kodepos_dev:392,2026-08-11
32.01.35.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,PASIR MADANG,,,,,16298,16660,16661,16298;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2009;open_data_jabar:32.01.35.2009;kodepos_dev:32.01.35.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:393;open_data_jabar:17784;kodepos_dev:393,2026-08-11
32.01.35.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,URUG,,,,,16141,16660,16661,16141;16660;16661,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2010;open_data_jabar:32.01.35.2010;kodepos_dev:32.01.35.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:394;open_data_jabar:17785;kodepos_dev:394,2026-08-11
32.01.35.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.35,SUKAJAYA,JAYARAHARJA,,,,,16836,16660,16661,16660;16661;16836,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.35.2011;open_data_jabar:32.01.35.2011;kodepos_dev:32.01.35.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:395;open_data_jabar:17786;kodepos_dev:395,2026-08-11
32.01.36.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,TANJUNGSARI,,,,,16851,16851,16841,16841;16851,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2001;open_data_jabar:32.01.36.2001;kodepos_dev:32.01.36.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:396;open_data_jabar:17787;kodepos_dev:396,2026-08-11
32.01.36.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SELAWANGI,,,,,16858,16840,16841,16840;16841;16858,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2002;open_data_jabar:32.01.36.2002;kodepos_dev:32.01.36.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:397;open_data_jabar:17788;kodepos_dev:397,2026-08-11
32.01.36.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,TANJUNGRASA,,,,,16856,16856,16841,16841;16856,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2003;open_data_jabar:32.01.36.2003;kodepos_dev:32.01.36.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:398;open_data_jabar:17789;kodepos_dev:398,2026-08-11
32.01.36.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,ANTAJAYA,,,,,16854,16840,16841,16840;16841;16854,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2004;open_data_jabar:32.01.36.2004;kodepos_dev:32.01.36.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:399;open_data_jabar:17790;kodepos_dev:399,2026-08-11
32.01.36.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,PASIR TANJUNG,,,,,16855,16840,16841,16840;16841;16855,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2005;open_data_jabar:32.01.36.2005;kodepos_dev:32.01.36.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:400;open_data_jabar:17791;kodepos_dev:400,2026-08-11
32.01.36.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,CIBADAK,,,,,16857,16840,16841,16840;16841;16857,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2006;open_data_jabar:32.01.36.2006;kodepos_dev:32.01.36.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:401;open_data_jabar:17792;kodepos_dev:401,2026-08-11
32.01.36.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SUKARASA,,,,,16859,16840,16841,16840;16841;16859,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2007;open_data_jabar:32.01.36.2007;kodepos_dev:32.01.36.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:402;open_data_jabar:17794;kodepos_dev:402,2026-08-11
32.01.36.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SIRNASARI,,,,,16852,16266,16841,16266;16841;16852,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2008;open_data_jabar:32.01.36.2008;kodepos_dev:32.01.36.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:403;open_data_jabar:17795;kodepos_dev:403,2026-08-11
32.01.36.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,BUANAJAYA,,,,,16853,16840,16841,16840;16841;16853,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2009;open_data_jabar:32.01.36.2009;kodepos_dev:32.01.36.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:404;open_data_jabar:17796;kodepos_dev:404,2026-08-11
32.01.36.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.36,TANJUNGSARI,SIRNARASA,,,,,16852,16266,16841,16266;16841;16852,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.36.2010;open_data_jabar:32.01.36.2010;kodepos_dev:32.01.36.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:405;open_data_jabar:17797;kodepos_dev:405,2026-08-11
32.01.37.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,TAJURHALANG,,,,,16931,16931,16320,16320;16931,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2001;open_data_jabar:32.01.37.2001;kodepos_dev:32.01.37.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:406;open_data_jabar:17798;kodepos_dev:406,2026-08-11
32.01.37.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,CITAYAM,,,,,16935,16935,16320,16320;16935,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2002;open_data_jabar:32.01.37.2002;kodepos_dev:32.01.37.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:407;open_data_jabar:17799;kodepos_dev:407,2026-08-11
32.01.37.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,SASAK PANJANG,,,,,16936,16936,16320,16320;16936,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2003;open_data_jabar:32.01.37.2003;kodepos_dev:32.01.37.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:408;open_data_jabar:17800;kodepos_dev:408,2026-08-11
32.01.37.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,NANGGERANG,,,,,16934,16934,16320,16320;16934,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2004;open_data_jabar:32.01.37.2004;kodepos_dev:32.01.37.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:409;open_data_jabar:17801;kodepos_dev:409,2026-08-11
32.01.37.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,SUKMAJAYA,,,,,16933,16933,16320,16320;16933,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2005;open_data_jabar:32.01.37.2005;kodepos_dev:32.01.37.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:410;open_data_jabar:17802;kodepos_dev:410,2026-08-11
32.01.37.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,TONJONG,,,,,16932,16932,16320,16320;16932,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2006;open_data_jabar:32.01.37.2006;kodepos_dev:32.01.37.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:411;open_data_jabar:17803;kodepos_dev:411,2026-08-11
32.01.37.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.37,TAJURHALANG,KALISUREN,,,,,16937,16937,16320,16320;16937,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.37.2007;open_data_jabar:32.01.37.2007;kodepos_dev:32.01.37.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:412;open_data_jabar:17805;kodepos_dev:412,2026-08-11
32.01.38.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.38,CIGOMBONG,CIGOMBONG,,16110,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16741,16110,16110,16110;16741,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.38.2001;open_data_jabar:32.01.38.2001;kodepos_dev:32.01.38.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:413;open_data_jabar:17806;kodepos_dev:413,2026-08-11
32.01.38.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.38,CIGOMBONG,WATESJAYA,,16110,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16742,16110,16110,16110;16742,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.38.2002;open_data_jabar:32.01.38.2002;kodepos_dev:32.01.38.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:414;open_data_jabar:17807;kodepos_dev:414,2026-08-11
32.01.38.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.38,CIGOMBONG,CIBURUY,,16110,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16745,16110,16110,16110;16745,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.38.2003;open_data_jabar:32.01.38.2003;kodepos_dev:32.01.38.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:415;open_data_jabar:17808;kodepos_dev:415,2026-08-11
32.01.38.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.38,CIGOMBONG,SROGOL,,16110,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16743,16110,16110,16110;16743,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.38.2004;open_data_jabar:32.01.38.2004;kodepos_dev:32.01.38.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:416;open_data_jabar:17809;kodepos_dev:416,2026-08-11
32.01.38.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.38,CIGOMBONG,CISALADA,,16110,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16748,16110,16110,16110;16748,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.38.2005;open_data_jabar:32.01.38.2005;kodepos_dev:32.01.38.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:417;open_data_jabar:17810;kodepos_dev:417,2026-08-11
