exception_id,village_code,village_name,district_name,city_name,exception_type,verification_status,postal_code_candidate,postal_candidates,pos_indonesia_observed,review_required,reason
POSTAL-3206182004,32.06.18.2004,MANDALAWANGI,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46492,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206182005,32.06.18.2005,KARYAWANGI,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46492,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206182006,32.06.18.2006,TANJUNGSARI,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46471,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206182007,32.06.18.2007,MANDALAGUNA,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46492,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206182008,32.06.18.2008,KARYAMANDALA,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46492,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206182009,32.06.18.2009,BANJARWARINGIN,SALOPA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46192,46192;46492,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206192001,32.06.19.2001,KAPUTIHAN,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192002,32.06.19.2002,SETIAWANGI,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192003,32.06.19.2003,SUKAKERTA,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192004,32.06.19.2004,NEGLASARI,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192005,32.06.19.2005,JATIWARAS,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192006,32.06.19.2006,PAPAYAN,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192007,32.06.19.2007,CIWARAK,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192008,32.06.19.2008,KERSAGALIH,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192009,32.06.19.2009,MANDALAMEKAR,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192010,32.06.19.2010,KERTARAHAYU,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46185;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206192011,32.06.19.2011,MANDALAHURIP,JATIWARAS,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46180;46491,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206202001,32.06.20.2001,CISARUA,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202002,32.06.20.2002,CIKONDANG,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46496,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202003,32.06.20.2003,CIJULANG,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46262,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202004,32.06.20.2004,CIAMPANAN,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202005,32.06.20.2005,CINEAM,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202006,32.06.20.2006,RAJADATU,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202007,32.06.20.2007,ANCOL,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202008,32.06.20.2008,NAGARATENGAH,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202009,32.06.20.2009,PASIRMUKTI,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206202010,32.06.20.2010,MADIASARI,CINEAM,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46198,46198;46498,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206212001,32.06.21.2001,SIRNAJAYA,KARANG JAYA,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46199;46483;46499,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206212002,32.06.21.2002,KARANG JAYA,KARANG JAYA,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46199;46499,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206212003,32.06.21.2003,KARANGLAYUNG,KARANG JAYA,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46199;46499,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206212004,32.06.21.2004,CITALAHAB,KARANG JAYA,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46199;46499,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206222001,32.06.22.2001,CIHAUR,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222002,32.06.22.2002,CILANGKAP,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222003,32.06.22.2003,PASIRPANJANG,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222004,32.06.22.2004,CIBEBER,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222005,32.06.22.2005,KAMULYAN,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222006,32.06.22.2006,MANONJAYA,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222007,32.06.22.2007,MARGALUYU,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222008,32.06.22.2008,PASIRBATANG,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222009,32.06.22.2009,KALIMANGGIS,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222010,32.06.22.2010,MARGAHAYU,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222011,32.06.22.2011,BATUSUMUR,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206222012,32.06.22.2012,GUNAJAYA,MANONJAYA,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46197,46197;46497,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206232001,32.06.23.2001,CINUNJANG,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232002,32.06.23.2002,GUNUNGTANJUNG,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232003,32.06.23.2003,BOJONGSARI,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232004,32.06.23.2004,JATIJAYA,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232005,32.06.23.2005,TANJUNGSARI,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46492;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232006,32.06.23.2006,GIRIWANGI,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206232007,32.06.23.2007,MALATISUKA,GUNUNG TANJUNG,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46496,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206312001,32.06.31.2001,LINGGAJATI,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312002,32.06.31.2002,TAWANGBANTENG,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312003,32.06.31.2003,SINAGAR,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312004,32.06.31.2004,GUNUNGSARI,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312005,32.06.31.2005,SUKAMAHI,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312006,32.06.31.2006,SUKAGALIH,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312007,32.06.31.2007,SUKARATU,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206312008,32.06.31.2008,INDRAJAYA,SUKARATU,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46415,46415;46452,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322001,32.06.32.2001,CISAYONG,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322002,32.06.32.2002,SUKAJADI,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322003,32.06.32.2003,SUKASUKUR,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322004,32.06.32.2004,SUKAMUKTI,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322005,32.06.32.2005,NUSAWANGI,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322006,32.06.32.2006,CIKADU,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322007,32.06.32.2007,CILEULEUS,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322008,32.06.32.2008,JATIHURIP,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322009,32.06.32.2009,SUKASETIA,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322010,32.06.32.2010,PURWASARI,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322011,32.06.32.2011,SUKARAHARJA,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322012,32.06.32.2012,MEKARWANGI,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206322013,32.06.32.2013,SANTANAMEKAR,CISAYONG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46153,46153;46453,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332001,32.06.33.2001,BANYURASA,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332002,32.06.33.2002,CALINCING,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332003,32.06.33.2003,SUKAHENING,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332004,32.06.33.2004,KIARAJANGKUNG,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332005,32.06.33.2005,KUDADEPA,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332006,32.06.33.2006,BANYURESMI,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206332007,32.06.33.2007,SUNDAKERTA,SUKAHENING,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46454,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342001,32.06.34.2001,DAWAGUNG,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342002,32.06.34.2002,RAJAPOLAH,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342003,32.06.34.2003,MANGGUNGJAYA,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342004,32.06.34.2004,MANGGUNGSARI,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342005,32.06.34.2005,SUKARAJA,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46183,46183;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342006,32.06.34.2006,RAJAMANDALA,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342007,32.06.34.2007,SUKANAGALIH,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206342008,32.06.34.2008,TANJUNGPURA,RAJAPOLAH,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46155,46155;46455,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352001,32.06.35.2001,CONDONG,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352002,32.06.35.2002,BOJONGGAOK,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352003,32.06.35.2003,SINDANGRAJA,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352004,32.06.35.2004,KARANGMULYA,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352005,32.06.35.2005,GERESIK,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352006,32.06.35.2006,KARANGSEMBUNG,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352007,32.06.35.2007,TANJUNGMEKAR,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206352008,32.06.35.2008,KARANGRESIK,JAMANIS,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46175,46175;46451,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362001,32.06.36.2001,GOMBONG,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362002,32.06.36.2002,BUGEL,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362003,32.06.36.2003,MARGASARI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362004,32.06.36.2004,PAKEMITAN,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362005,32.06.36.2005,CIAWI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362006,32.06.36.2006,SUKAMANTRI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362007,32.06.36.2007,PASIRHUNI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362008,32.06.36.2008,CITAMBA,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362009,32.06.36.2009,KERTAMUKTI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362010,32.06.36.2010,KURNIABAKTI,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206362011,32.06.36.2011,PAKAMITANKIDUL,CIAWI,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46156,46156;46456,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206372001,32.06.37.2001,KADIPATEN,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206372002,32.06.37.2002,DIRGAHAYU,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206372003,32.06.37.2003,CIBAHAYU,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206372004,32.06.37.2004,MEKARSARI,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206372005,32.06.37.2005,BUNIASIH,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206372006,32.06.37.2006,PAMOYANAN,KADIPATEN,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46156;46157;46457,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206382001,32.06.38.2001,CIPACING,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382002,32.06.38.2002,PAGERAGEUNG,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382003,32.06.38.2003,SUKAMAJU,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382004,32.06.38.2004,TANJUNGKERTA,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382005,32.06.38.2005,PUTERAN,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382006,32.06.38.2006,GURANTENG,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382007,32.06.38.2007,NANGGEWER,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382008,32.06.38.2008,SUKAPADA,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382009,32.06.38.2009,PAGERSARI,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46158,46158;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206382010,32.06.38.2010,SUKADANA,PAGERAGEUNG,KAB. TASIKMALAYA,candidate_review_only,corroborated_candidate,46413,46413;46458,,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.
POSTAL-3206392001,32.06.39.2001,CIPONDOK,SUKARESIK,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46419;46459,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
POSTAL-3206392002,32.06.39.2002,SUKAMENAK,SUKARESIK,KAB. TASIKMALAYA,unresolved_do_not_guess,review_required,,46418;46419;46459,,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.
