village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot,unresolved_pattern
32.03.25.2002,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,CAMPAKAWARNA,,,,,43278,43278,43269,43269;43278,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.25.2002;open_data_jabar:32.03.25.2002;kodepos_dev:32.03.25.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1115;open_data_jabar:18585;kodepos_dev:1115,2026-08-11,government_sources_agree_api_differs
32.03.25.2004,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,CAMPAKAMULYA,,,,,43278,43278,43269,43269;43278,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.25.2004;open_data_jabar:32.03.25.2004;kodepos_dev:32.03.25.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1117;open_data_jabar:18587;kodepos_dev:1117,2026-08-11,government_sources_agree_api_differs
32.03.25.2005,32,JAWA BARAT,32.03,KAB. CIANJUR,32.03.25,CAMPAKAMULYA,SUKABUNGAH,,,,,43278,43278,43269,43269;43278,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.03.25.2005;open_data_jabar:32.03.25.2005;kodepos_dev:32.03.25.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1118;open_data_jabar:18588;kodepos_dev:1118,2026-08-11,government_sources_agree_api_differs
32.04.06.1001,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,PADASUKA,,,,,40399,40399,40191,40191;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.1001;open_data_jabar:32.04.06.1001;kodepos_dev:32.04.06.1001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1189;open_data_jabar:18666;kodepos_dev:1189,2026-08-11,government_sources_agree_api_differs
32.04.06.1002,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,CIBEUNYING,,,,,40399,40399,40191,40191;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.1002;open_data_jabar:32.04.06.1002;kodepos_dev:32.04.06.1002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1190;open_data_jabar:18667;kodepos_dev:1190,2026-08-11,government_sources_agree_api_differs
32.04.06.2003,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,CIMENYAN,,,,,40399,40399,40197,40197;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2003;open_data_jabar:32.04.06.2003;kodepos_dev:32.04.06.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1191;open_data_jabar:18668;kodepos_dev:1191,2026-08-11,government_sources_agree_api_differs
32.04.06.2004,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,MANDALAMEKAR,,,,,40399,40399,40193,40193;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2004;open_data_jabar:32.04.06.2004;kodepos_dev:32.04.06.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1192;open_data_jabar:18671;kodepos_dev:1192,2026-08-11,government_sources_agree_api_differs
32.04.06.2005,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,CIKADUT,,,,,40399,40399,40191,40191;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2005;open_data_jabar:32.04.06.2005;kodepos_dev:32.04.06.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1193;open_data_jabar:18672;kodepos_dev:1193,2026-08-11,government_sources_agree_api_differs
32.04.06.2006,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,CIBURIAL,,,,,40399,40399,40198,40198;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2006;open_data_jabar:32.04.06.2006;kodepos_dev:32.04.06.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1194;open_data_jabar:18673;kodepos_dev:1194,2026-08-11,government_sources_agree_api_differs
32.04.06.2007,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,SINDANGLAYA,,,,,40399,40399,40195,40195;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2007;open_data_jabar:32.04.06.2007;kodepos_dev:32.04.06.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1195;open_data_jabar:18674;kodepos_dev:1195,2026-08-11,government_sources_agree_api_differs
32.04.06.2008,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,MEKARSALUYU,,,,,40399,40399,40198,40198;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2008;open_data_jabar:32.04.06.2008;kodepos_dev:32.04.06.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1196;open_data_jabar:18675;kodepos_dev:1196,2026-08-11,government_sources_agree_api_differs
32.04.06.2009,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.06,CIMENYAN,MEKARMANIK,,,,,40399,40399,40196,40196;40399,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.06.2009;open_data_jabar:32.04.06.2009;kodepos_dev:32.04.06.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1197;open_data_jabar:18676;kodepos_dev:1197,2026-08-11,government_sources_agree_api_differs
32.04.34.2002,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.34,SOLOKANJERUK,SOLOKANJERUK,,,,,40387,40387,40375,40375;40387,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.34.2002;open_data_jabar:32.04.34.2002;kodepos_dev:32.04.34.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1383;open_data_jabar:18882;kodepos_dev:1383,2026-08-11,government_sources_agree_api_differs
32.04.40.2001,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.40,RANCABALI,PATENGAN,,,,,40363,40363,40974,40363;40974,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.40.2001;open_data_jabar:32.04.40.2001;kodepos_dev:32.04.40.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1440;open_data_jabar:18946;kodepos_dev:1440,2026-08-11,government_sources_agree_api_differs
32.04.40.2002,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.40,RANCABALI,SUKARESMI,,,,,40363,40363,40974,40363;40974,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.40.2002;open_data_jabar:32.04.40.2002;kodepos_dev:32.04.40.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1441;open_data_jabar:18947;kodepos_dev:1441,2026-08-11,government_sources_agree_api_differs
32.04.40.2003,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.40,RANCABALI,INDRAGIRI,,,,,40363,40363,40974,40363;40974,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.40.2003;open_data_jabar:32.04.40.2003;kodepos_dev:32.04.40.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1442;open_data_jabar:18949;kodepos_dev:1442,2026-08-11,government_sources_agree_api_differs
32.04.40.2004,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.40,RANCABALI,CIPELAH,,,,,40363,40363,40974,40363;40974,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.40.2004;open_data_jabar:32.04.40.2004;kodepos_dev:32.04.40.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1443;open_data_jabar:18950;kodepos_dev:1443,2026-08-11,government_sources_agree_api_differs
32.04.40.2005,32,JAWA BARAT,32.04,KAB. BANDUNG,32.04.40,RANCABALI,ALAMENDAH,,,,,40363,40363,40974,40363;40974,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.04.40.2005;open_data_jabar:32.04.40.2005;kodepos_dev:32.04.40.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1444;open_data_jabar:18951;kodepos_dev:1444,2026-08-11,government_sources_agree_api_differs
32.05.03.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,WANARAJA,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2001;open_data_jabar:32.05.03.2001;kodepos_dev:32.05.03.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1494;open_data_jabar:19007;kodepos_dev:1494,2026-08-11,government_sources_agree_api_differs
32.05.03.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,WANAMEKAR,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2002;open_data_jabar:32.05.03.2002;kodepos_dev:32.05.03.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1495;open_data_jabar:19008;kodepos_dev:1495,2026-08-11,government_sources_agree_api_differs
32.05.03.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,CINUNUK,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2003;open_data_jabar:32.05.03.2003;kodepos_dev:32.05.03.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1496;open_data_jabar:19009;kodepos_dev:1496,2026-08-11,government_sources_agree_api_differs
32.05.03.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,SUKAMENAK,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2007;open_data_jabar:32.05.03.2007;kodepos_dev:32.05.03.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1497;open_data_jabar:19010;kodepos_dev:1497,2026-08-11,government_sources_agree_api_differs
32.05.03.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,SINDANGRATU,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2008;open_data_jabar:32.05.03.2008;kodepos_dev:32.05.03.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1498;open_data_jabar:19011;kodepos_dev:1498,2026-08-11,government_sources_agree_api_differs
32.05.03.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,WANAJAYA,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2011;open_data_jabar:32.05.03.2011;kodepos_dev:32.05.03.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1499;open_data_jabar:19012;kodepos_dev:1499,2026-08-11,government_sources_agree_api_differs
32.05.03.2015,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,SINDANGMEKAR,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2015;open_data_jabar:32.05.03.2015;kodepos_dev:32.05.03.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1500;open_data_jabar:19013;kodepos_dev:1500,2026-08-11,government_sources_agree_api_differs
32.05.03.2019,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,WANASARI,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2019;open_data_jabar:32.05.03.2019;kodepos_dev:32.05.03.2019,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1501;open_data_jabar:19014;kodepos_dev:1501,2026-08-11,government_sources_agree_api_differs
32.05.03.2024,32,JAWA BARAT,32.05,KAB. GARUT,32.05.03,WANARAJA,SINDANGPRABU,,,,,44183,44183,44180,44180;44183,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.03.2024;open_data_jabar:32.05.03.2024;kodepos_dev:32.05.03.2024,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1502;open_data_jabar:19016;kodepos_dev:1502,2026-08-11,government_sources_agree_api_differs
32.05.07.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SAMARANG,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2001;open_data_jabar:32.05.07.2001;kodepos_dev:32.05.07.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1543;open_data_jabar:19061;kodepos_dev:1543,2026-08-11,government_sources_agree_api_differs
32.05.07.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTARAKYAT,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2002;open_data_jabar:32.05.07.2002;kodepos_dev:32.05.07.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1544;open_data_jabar:19062;kodepos_dev:1544,2026-08-11,government_sources_agree_api_differs
32.05.07.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SUKARASA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2003;open_data_jabar:32.05.07.2003;kodepos_dev:32.05.07.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1545;open_data_jabar:19063;kodepos_dev:1545,2026-08-11,government_sources_agree_api_differs
32.05.07.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,PARAKAN,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2004;open_data_jabar:32.05.07.2004;kodepos_dev:32.05.07.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1546;open_data_jabar:19064;kodepos_dev:1546,2026-08-11,government_sources_agree_api_differs
32.05.07.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SUKAKARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2005;open_data_jabar:32.05.07.2005;kodepos_dev:32.05.07.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1547;open_data_jabar:19065;kodepos_dev:1547,2026-08-11,government_sources_agree_api_differs
32.05.07.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTAKARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2006;open_data_jabar:32.05.07.2006;kodepos_dev:32.05.07.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1548;open_data_jabar:19066;kodepos_dev:1548,2026-08-11,government_sources_agree_api_differs
32.05.07.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,TANJUNG KARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2007;open_data_jabar:32.05.07.2007;kodepos_dev:32.05.07.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1549;open_data_jabar:19067;kodepos_dev:1549,2026-08-11,government_sources_agree_api_differs
32.05.07.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CISARUA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2008;open_data_jabar:32.05.07.2008;kodepos_dev:32.05.07.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1550;open_data_jabar:19068;kodepos_dev:1550,2026-08-11,government_sources_agree_api_differs
32.05.07.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTARASA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2009;open_data_jabar:32.05.07.2009;kodepos_dev:32.05.07.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1551;open_data_jabar:19069;kodepos_dev:1551,2026-08-11,government_sources_agree_api_differs
32.05.07.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTAASIH,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2010;open_data_jabar:32.05.07.2010;kodepos_dev:32.05.07.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1552;open_data_jabar:19071;kodepos_dev:1552,2026-08-11,government_sources_agree_api_differs
32.05.07.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SIRNASARI,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2011;open_data_jabar:32.05.07.2011;kodepos_dev:32.05.07.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1553;open_data_jabar:19072;kodepos_dev:1553,2026-08-11,government_sources_agree_api_differs
32.05.07.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SUKALAKSANA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2012;open_data_jabar:32.05.07.2012;kodepos_dev:32.05.07.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1554;open_data_jabar:19073;kodepos_dev:1554,2026-08-11,government_sources_agree_api_differs
32.05.07.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,TANJUNGANOM,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2013;open_data_jabar:32.05.07.2013;kodepos_dev:32.05.07.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1555;open_data_jabar:19074;kodepos_dev:1555,2026-08-11,government_sources_agree_api_differs
32.05.15.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAWENING,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2001;open_data_jabar:32.05.15.2001;kodepos_dev:32.05.15.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1643;open_data_jabar:19172;kodepos_dev:1643,2026-08-11,government_sources_agree_api_differs
32.05.15.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAMUKTI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2002;open_data_jabar:32.05.15.2002;kodepos_dev:32.05.15.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1644;open_data_jabar:19173;kodepos_dev:1644,2026-08-11,government_sources_agree_api_differs
32.05.15.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKARLUYU,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2003;open_data_jabar:32.05.15.2003;kodepos_dev:32.05.15.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1645;open_data_jabar:19174;kodepos_dev:1645,2026-08-11,government_sources_agree_api_differs
32.05.15.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKALUYU,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2004;open_data_jabar:32.05.15.2004;kodepos_dev:32.05.15.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1646;open_data_jabar:19175;kodepos_dev:1646,2026-08-11,government_sources_agree_api_differs
32.05.15.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUDALARANG,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2005;open_data_jabar:32.05.15.2005;kodepos_dev:32.05.15.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1647;open_data_jabar:19176;kodepos_dev:1647,2026-08-11,government_sources_agree_api_differs
32.05.15.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKASONO,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2006;open_data_jabar:32.05.15.2006;kodepos_dev:32.05.15.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1648;open_data_jabar:19177;kodepos_dev:1648,2026-08-11,government_sources_agree_api_differs
32.05.15.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAHAJI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2007;open_data_jabar:32.05.15.2007;kodepos_dev:32.05.15.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1649;open_data_jabar:19178;kodepos_dev:1649,2026-08-11,government_sources_agree_api_differs
32.05.15.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,PASANGGRAHAN,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2008;open_data_jabar:32.05.15.2008;kodepos_dev:32.05.15.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1650;open_data_jabar:19179;kodepos_dev:1650,2026-08-11,government_sources_agree_api_differs
32.05.15.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MARIPARI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2009;open_data_jabar:32.05.15.2009;kodepos_dev:32.05.15.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1651;open_data_jabar:19180;kodepos_dev:1651,2026-08-11,government_sources_agree_api_differs
32.05.15.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKARWANGI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2010;open_data_jabar:32.05.15.2010;kodepos_dev:32.05.15.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1652;open_data_jabar:19182;kodepos_dev:1652,2026-08-11,government_sources_agree_api_differs
32.05.15.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKAR HURIP,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2011;open_data_jabar:32.05.15.2011;kodepos_dev:32.05.15.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1653;open_data_jabar:19183;kodepos_dev:1653,2026-08-11,government_sources_agree_api_differs
