id,kode_bps_provinsi,nama_bps_provinsi,kode_kemendagri_provinsi,nama_kemendagri_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,kode_pos,tahun
10107,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071013,AMBUKHA I,12.14.19.2012,AMBUKHA I,0,2023
10108,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214071,ULUNOYO,14-12-19,ULUNOYO,1214071012,PUNCAK LOLOMATUA,12.14.19.2013,PUNCAK LOLOMATUA,22867,2023
10109,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072009,EHOSAKHOZI,12.14.20.2001,EHOSAKHOZI,22867,2023
1011,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133023,BANTAYAN BARAT,11.03.14.2020,BANTAYAN BARAT,24454,2023
10110,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072012,BAWOHOSI,12.14.20.2002,BAWOHOSI,0,2023
10111,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072010,HILIZOLIGA,12.14.20.2003,HILIZOLIGA,22867,2023
10112,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072011,OLAYAMA,12.14.20.2004,OLAYAMA,22867,2023
10113,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072007,SIFOROASI,12.14.20.2005,SIFAOROASI,0,2023
10114,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072004,SIFALAGO,12.14.20.2006,SIFALAGO,22867,2023
10115,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072006,LALIMANAWA,12.14.20.2007,LALIMANAWA,22867,2023
10116,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072005,TUNDUMBAHO,12.14.20.2008,TUNDRUMBAHO,0,2023
10117,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072001,HILIUSO,12.14.20.2009,HILIUSO,22867,2023
10118,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072003,SISARAHILI HURUNA,12.14.20.2010,SISARAHILI HURUNA,22867,2023
10119,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072002,TAREWE,12.14.20.2011,TAREWE,22867,2023
1012,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133022,BLANG SEGUCI,11.03.14.2021,BLANG GUCI,24483,2023
10120,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072013,FADORO TUHEMBERUA,12.14.20.2012,FADORO TUHEMBERUA,22867,2023
10121,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072014,HILIFALAWU,12.14.20.2013,HILIFALAWU,22867,2023
10122,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072015,LUAHAMOFAKHE,12.14.20.2014,LUAHAMOFAKHE,22867,2023
10123,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072016,SIFAORO'ASI HURUNA,12.14.20.2015,SIFAOROASI HURUNA,0,2023
10124,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072017,HILIMANAWA,12.14.20.2016,HILIMANAWA,22867,2023
10125,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214072,HURUNA,14-12-20,HURUNA,1214072018,MOMBAWA OLADANO,12.14.20.2017,MOMBAWA OLADANO,22867,2023
10126,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082006,HILINAMAZIHONO,12.14.21.2001,HILINAMAZIHONO,0,2023
10127,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082002,HILIMBOWO,12.14.21.2002,HILIMBOWO,0,2023
10128,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082004,SIMANDAOLO,12.14.21.2003,SIMANDRAOLO,0,2023
10129,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082009,BAWOSALOO BAWOLUO,12.14.21.2004,BAWOSALO'O BAWOLUO,0,2023
1013,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133015,BUKET RUMIYA,11.03.14.2022,BUKET RUMIYA,24454,2023
10130,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082010,HILIMBUASI,12.14.21.2005,HILIMBUASI,0,2023
10131,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082005,SIMANDRAOLO OOU,12.14.21.2006,SIMANDRAOLO O'O'U,0,2023
10132,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082003,LOLOMAYA,12.14.21.2007,LOLOMAYA,0,2023
10133,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082001,SUKA MAJU,12.14.21.2008,SUKA MAJU,0,2023
10134,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082011,HILIORUDUA,12.14.21.2009,HILIORUDUA,0,2023
10135,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082012,HILINAMAZIHONO MOALE,12.14.21.2010,HILINAMAZIHONO MOALE,0,2023
10136,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214082,OOU,14-12-21,O'O'U,1214082013,BALOHILI OOU,12.14.21.2011,BALOHILI O'O'U,0,2023
10137,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083008,FADORO EWO,12.14.22.2001,FADORO EWO,0,2023
10138,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083007,SOROMAASI,12.14.22.2002,SOROMA'ASI,0,2023
10139,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083003,LAUSO,12.14.22.2003,LAUSO,0,2023
1014,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133010,SEUNEUBOK PUNTI,11.03.14.2023,SEUNEUBOK PUNTI,24454,2023
10140,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083001,SISARAHILI OYO,12.14.22.2004,SISARAHILI OYO,22864,2023
10141,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083005,SISOBAHILI HURUNA,12.14.22.2005,SISOBAHILI HURUNA,22864,2023
10142,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083009,ONOHAZUMBA,12.14.22.2006,ONOHAZUMBA,22864,2023
10143,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083006,HILIWETO,12.14.22.2007,HILIWETO,22864,2023
10144,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083004,ORAHILI HURUNA,12.14.22.2008,ORAHILI HURUNA,22864,2023
10145,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083002,TETEHOSI,12.14.22.2009,TETEHOSI,22864,2023
10146,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214083,ONOHAZUMBA,14-12-22,ONOHAZUMBA,1214083010,HELEFANIKHA,12.14.22.2010,HELEFANIKHA,22864,2023
10147,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084005,MALUO,12.14.23.2001,MALUO,0,2023
10148,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084004,HILIADULO,12.14.23.2002,HILIADULO,0,2023
10149,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084008,UMBUASI,12.14.23.2003,UMBUASI,0,2023
1015,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133012,SEUNEUBOK JALAN,11.03.14.2024,SEUNEUBOK JALAN,24454,2023
10150,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084002,SISOBAHILI SIWALAWA,12.14.23.2004,SISOBAHILI SIWALAWA,0,2023
10151,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084001,MANAWADANO,12.14.23.2005,MANAWADANO,0,2023
10152,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084003,TALIO,12.14.23.2006,TALIO,0,2023
10153,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084010,ANAOMA,12.14.23.2007,ANAOMA,0,2023
10154,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084011,BERUA SIWALAWA,12.14.23.2008,BERUA SIWALAWA,0,2023
10155,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084014,UMBUASI BARAT,12.14.23.2009,UMBUASI BARAT,0,2023
10156,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084012,HILIGODU,12.14.23.2010,HILIGODU,0,2023
10157,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214084,HILISALAWAAHE,14-12-23,HILISALAWA'AHE,1214084013,BUKIT BURASI,12.14.23.2011,BUKIT BURASI,0,2023
10158,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042005,FONDRAKORAYA,12.14.24.2001,FONDRAKORAYA,22866,2023
10159,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042010,ORUDUA SIBOHOU,12.14.24.2002,ORUDUA SIBOHOU,0,2023
1016,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,03-11-14,IDI TUNONG,1105133011,SEUNEUBOK DALAM,11.03.14.2025,SEUNEUBOK DALAM,24454,2023
10160,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042002,SISARAHILI SUSUA,12.14.24.2003,SISARAHILI SUSUA,22866,2023
10161,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042009,SUSUA,12.14.24.2004,SUSUA,22866,2023
10162,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042006,LAHUSA SUSUA,12.14.24.2005,LAHUSA SUSUA,22866,2023
10163,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042004,RAMBA-RAMBA,12.14.24.2006,RAMBA-RAMBA,22866,2023
10164,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042003,HILINIFAOSO,12.14.24.2007,HILINIFAOSO,22866,2023
10165,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042012,SIFAOROASI,12.14.24.2008,SIFAOROASI,22866,2023
10166,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042011,AMANDRAYA,12.14.24.2009,AMANDRAYA,0,2023
10167,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042001,FOIKHU FONDRAKO,12.14.24.2010,FOIKHU FONDRAKO,22866,2023
10168,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042013,HILIWOSI,12.14.24.2011,HILIWOSI,22866,2023
10169,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214042,ULUSUSUA,14-12-24,ULUSUSUA,1214042014,ORAHILI FONDRAKO,12.14.24.2012,ORAHILI FONDRAKO,22866,2023
1017,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,03-11-15,BANDA ALAM,1105132009,JALAN DUA,11.03.15.2001,JALAN DUA,24458,2023
10170,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051002,MONDROWE,12.14.25.2001,MONDROWE,0,2023
10171,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051003,HILIDOHONA,12.14.25.2002,HILIDOHONA,0,2023
10172,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051004,HILILAORA,12.14.25.2003,HILILAORA,0,2023
10173,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051005,ULU IDANODUO,12.14.25.2004,ULUIDANODUO,0,2023
10174,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051010,UMBUSOHAHAU,12.14.25.2005,UMBU SOHAHAU,0,2023
10175,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051008,HILISAOOTO,12.14.25.2006,HILISAO'OTO,0,2023
10176,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051007,TALUZUSUA,12.14.25.2007,TALUZUSUA,0,2023
10177,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051001,HILIZANUWO,12.14.25.2008,HILIZANUWO,0,2023
10178,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051012,HOYA,12.14.25.2009,HOYA,0,2023
10179,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051006,NAAI,12.14.25.2010,NA'AI,0,2023
1018,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,03-11-15,BANDA ALAM,1105132002,JAMBO REUHAT,11.03.15.2002,JAMBO REUHAT,24458,2023
10180,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214051,SIDUAORI,14-12-25,SIDUA'ORI,1214051011,OLANORI,12.14.25.2011,OLANORI,0,2023
10181,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052009,SIFITUBANUA,12.14.26.2001,SIFITUBANUA,22874,2023
10182,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052001,SIWALUBANUA,12.14.26.2002,SIWALU BANUA,22874,2023
10183,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052003,SITOLU BANUA,12.14.26.2003,SITOLU BANUA,22874,2023
10184,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052004,SILIMABANUA,12.14.26.2004,SILIMA BANUA,0,2023
10185,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052005,MEHAGA,12.14.26.2005,MEHAGA,22874,2023
10186,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052008,SIHAREO,12.14.26.2006,SIHARE'O,22874,2023
10187,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052011,GOLAMBANUA II,12.14.26.2007,GOLAMBANUA II,22874,2023
10188,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052013,OLADANO,12.14.26.2008,OLADANO,22874,2023
10189,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052006,FANEDANU,12.14.26.2009,FANEDANU,22874,2023
1019,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,03-11-15,BANDA ALAM,1105132006,SEUNEUBOK BENTENG,11.03.15.2003,SEUNEUBOK BENTENG,24458,2023
10190,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052007,HILIORAHUA TASUA,12.14.26.2010,HILIORAHUA TASUA,22874,2023
10191,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052017,SOMAMBAWA,12.14.26.2011,SOMAMBAWA,22874,2023
10192,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052016,GABUNGAN TASUA,12.14.26.2012,GABUNGAN TASUA,22874,2023
10193,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052015,HILIALAWA,12.14.26.2013,HILIALAWA,22874,2023
10194,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214052,SOMAMBAWA,14-12-26,SOMAMBAWA,1214052014,SINAR SUSUA,12.14.26.2014,SINAR SUSUA,22874,2023
10195,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066003,SIFALAGO GOMO,12.14.27.2001,SIFALAGO GOMO,22873,2023
10196,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066004,BALOHILI GOMO,12.14.27.2002,BALOHILI GOMO,22873,2023
10197,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066008,BOHALU,12.14.27.2003,BOHALU,22873,2023
10198,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066007,ORSEDES,12.14.27.2004,ORSEDES,22873,2023
10199,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066009,SINAR HELAOWO,12.14.27.2005,SINAR HELAOWO,22873,2023
102,11,ACEH,11,ACEH,1103,KABUPATEN ACEH SELATAN,1103060,SAMA DUA,01-11-06,SAMADUA,1103060004,SUAQ HULU,11.01.06.2018,SUAQ HULU,23752,2023
1020,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,03-11-15,BANDA ALAM,1105132007,SEUNEUBOK PANGOU,11.03.15.2004,SEUNEUBOK PANGO,24458,2023
10200,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066002,SIHOLI,12.14.27.2006,SIHOLI,22873,2023
10201,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066001,TUHEGAFOA,12.14.27.2007,TUHEGAFOA,22873,2023
10202,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066010,PERJUANGAN,12.14.27.2008,PERJUANGAN,22873,2023
10203,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066011,LEWA-LEWA,12.14.27.2009,LEWA-LEWA,22873,2023
10204,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214066,BORONADU,14-12-27,BORONADU,1214066012,SIRAHA,12.14.27.2010,SIRAHA,0,2023
10205,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022004,GOBO,12.14.28.2001,GOBO,22881,2023
10206,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022005,SILINA,12.14.28.2002,SILINA,22881,2023
10207,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022002,MAUFA,12.14.28.2003,MAUFA,22881,2023
10208,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022001,GONDIA,12.14.28.2004,GONDIA,22881,2023
10209,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022003,GOBO BARU,12.14.28.2005,GOBO BARU,22881,2023
1021,11,ACEH,11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,03-11-15,BANDA ALAM,1105132016,SEUNEUBOK SIMPANG,11.03.15.2005,SEUNEUBOK SIMPANG,24458,2023
10210,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214022,SIMUK,14-12-28,SIMUK,1214022006,SILINA BARU,12.14.28.2006,SILINA BARU,22881,2023
10211,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214023,PULAU-PULAU BATU BARAT,14-12-29,PULAU-PULAU BATU BARAT,1214023001,FUGE,12.14.29.2001,FUGE,22881,2023
10212,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214023,PULAU-PULAU BATU BARAT,14-12-29,PULAU-PULAU BATU BARAT,1214023008,LUAHA IDANO PONO,12.14.29.2002,LUAHA IDANO PONO,0,2023
10213,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214023,PULAU-PULAU BATU BARAT,14-12-29,PULAU-PULAU BATU BARAT,1214023004,SIGESE,12.14.29.2003,SIGESE,22881,2023
10214,12,SUMATERA UTARA,12,SUMATERA UTARA,1214,KABUPATEN NIAS SELATAN,1214023,PULAU-PULAU BATU BARAT,14-12-29,PULAU-PULAU BATU BARAT,1214023003,BAWOSITORA,12.14.29.2004,BAWOSITORA,22881,2023
