id,kode_bps_provinsi,nama_bps_provinsi,kode_kemendagri_provinsi,nama_kemendagri_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,kode_pos,tahun
41588,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080002,GOGODESO,35.05.10.2003,GOGODESO,66171,2023
41589,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080007,GAPRANG,35.05.10.2004,GAPRANG,66171,2023
4159,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102043,KOTA BAHARU,10-11-09,KOTA BAHARU,1102043001,MUARA PEA,11.10.09.2006,MUARA PEA,24784,2023
41590,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080010,PAPUNGAN,35.05.10.2005,PAPUNGAN,66171,2023
41591,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080006,TLOGO,35.05.10.2006,TLOGO,66171,2023
41592,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080003,KARANGSONO,35.05.10.2007,KARANGSONO,66171,2023
41593,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080011,BANGGLE,35.05.10.2009,BANGGLE,66171,2023
41594,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080012,SAWENTAR,35.05.10.2011,SAWENTAR,66171,2023
41595,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505080,KANIGORO,,KANIGORO,3505080009,KUNINGAN,35.05.10.2012,KUNINGAN,66171,2023
41596,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160002,SUMBERDIREN,35.05.11.1002,SUMBERDIREN,66182,2023
41597,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160006,TAWANGSARI,35.05.11.1003,TAWANGSARI,66182,2023
41598,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160003,GARUM,35.05.11.1004,GARUM,66182,2023
41599,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160005,BENCE,35.05.11.1006,BENCE,66182,2023
416,11,ACEH,11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104021,BABUL MAKMUR,02-11-06,BABUL MAKMUR,1104021024,LAWE TAWAKH,11.02.06.2024,LAWE TAWAKH,24673,2023
4160,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102043,KOTA BAHARU,10-11-09,KOTA BAHARU,1102043002,SUMBER MUKTI,11.10.09.2008,SUMBER MUKTI,24784,2023
41600,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160001,POJOK,35.05.11.2001,POJOK,66182,2023
41601,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160004,TINGAL,35.05.11.2005,TINGAL,66182,2023
41602,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160007,SLOROK,35.05.11.2007,SLOROK,66182,2023
41603,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160008,SIDODADI,35.05.11.2008,SIDODADI,66182,2023
41604,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505160,GARUM,,GARUM,3505160009,KARANGREJO,35.05.11.2009,KARANGREJO,66182,2023
41605,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060002,KEDUNG BUNDER,35.05.12.1002,KEDUNGBUNDER,66172,2023
41606,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060008,KEMBANGARUM,35.05.12.1003,KEMBANGARUM,66172,2023
41607,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060007,KALIPANG,35.05.12.1004,KALIPANG,66172,2023
41608,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060003,SUTOJAYAN,35.05.12.1005,SUTOJAYAN,66172,2023
41609,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060009,JINGGLONG,35.05.12.1006,JINGGLONG,66172,2023
4161,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102043,KOTA BAHARU,10-11-09,KOTA BAHARU,1102043006,MUKTI LINCIR,11.10.09.2009,MUKTI LINCIR,24784,2023
41610,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060006,SUKOREJO,35.05.12.1007,SUKOREJO,66172,2023
41611,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060011,JEGU,35.05.12.1008,JEGU,66172,2023
41612,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060001,PANDANARUM,35.05.12.2001,PANDANARUM,66172,2023
41613,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060004,BACEM,35.05.12.2009,BACEM,66172,2023
41614,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060005,SUMBERJO,35.05.12.2010,SUMBERJO,66172,2023
41615,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505060,SUTOJAYAN,,SUTOJAYAN,3505060010,KAULON,35.05.12.2011,KAULON,66172,2023
41616,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030001,SERANG,35.05.13.2001,SERANG,66174,2023
41617,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030007,KALITENGAH,35.05.13.2002,KALITENGAH,66174,2023
41618,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030008,MARGO MULYO,35.05.13.2003,MARGOMULYO,66174,2023
41619,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030006,PANGGUNG REJO,35.05.13.2004,PANGGUNGREJO,66174,2023
4162,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102043,KOTA BAHARU,10-11-09,KOTA BAHARU,1102043009,DANAU BUNGARA,11.10.09.2010,DANAU BUNGARA,24784,2023
41620,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030002,SUMBERSIH,35.05.13.2005,SUMBERSIH,66174,2023
41621,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030003,KALI GAMBIR,35.05.13.2006,KALIGAMBIR,66174,2023
41622,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030009,BUMIAYU,35.05.13.2007,BUMIAYU,66174,2023
41623,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030010,PANGGUNG ASRI,35.05.13.2008,PANGGUNGASRI,66174,2023
41624,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030005,SUMBER AGUNG,35.05.13.2009,SUMBERAGUNG,66174,2023
41625,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505030,PANGGUNGREJO,,PANGGUNGREJO,3505030004,BALE REJO,35.05.13.2010,BALEREJO,66174,2023
41626,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090011,TALUN,35.05.14.1008,TALUN,51192,2023
41627,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090010,KAMULAN,35.05.14.1009,KAMULAN,66183,2023
41628,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090012,BAJANG,35.05.14.1013,BAJANG,66183,2023
41629,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090013,KAWERON,35.05.14.1014,KAWERON,66183,2023
4163,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021001,GOSONG TELAGA UTARA,11.10.10.2001,GOSONG TELAGA UTARA,24785,2023
41630,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090001,TUMPANG,35.05.14.2001,TUMPANG,66183,2023
41631,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090009,KENDALREJO,35.05.14.2002,KENDALREJO,66183,2023
41632,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090008,PASIRHARJO,35.05.14.2003,PASIRHARJO,66183,2023
41633,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090003,JEBLOG,35.05.14.2004,JEBLOG,66183,2023
41634,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090002,JABUNG,35.05.14.2005,JABUNG,66183,2023
41635,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090004,BENDOSEWU,35.05.14.2006,BENDOSEWU,66183,2023
41636,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090007,WONOREJO,35.05.14.2007,WONOREJO,66183,2023
41637,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090005,DUREN,35.05.14.2010,DUREN,66183,2023
41638,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090006,SRAGI,35.05.14.2011,SRAGI,66183,2023
41639,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505090,TALUN,,TALUN,3505090014,JAJAR,35.05.14.2012,JAJAR,66183,2023
4164,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021002,GOSONG TELAGA SELATAN,11.10.10.2002,GOSONG TELAGA SELATAN,24785,2023
41640,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150001,SUMBERAGUNG,35.05.15.2001,SUMBERAGUNG,66187,2023
41641,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150008,GADUNGAN,35.05.15.2002,GADUNGAN,66187,2023
41642,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150003,KOTES,35.05.15.2003,KOTES,66187,2023
41643,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150007,SUKOSEWU,35.05.15.2004,SUKOSEWU,66187,2023
41644,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150002,GONDANG,35.05.15.2005,GONDANG,66187,2023
41645,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150004,TAMBAKAN,35.05.15.2006,TAMBAKAN,66187,2023
41646,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150006,GANDUSARI,35.05.15.2007,GANDUSARI,66372,2023
41647,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150005,BUTUN,35.05.15.2008,BUTUN,66187,2023
41648,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150009,NGARINGAN,35.05.15.2009,NGARINGAN,66187,2023
41649,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150010,SOSO,35.05.15.2010,SOSO,66187,2023
4165,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021005,KAMPUNG BARU,11.10.10.2003,KAMPUNG BARU,24785,2023
41650,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150011,SLUMBUNG,35.05.15.2011,SLUMBUNG,66187,2023
41651,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150012,SEMEN,35.05.15.2012,SEMEN,66187,2023
41652,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150013,TULUNGREJO,35.05.15.2013,TULUNGREJO,66187,2023
41653,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505150,GANDUSARI,,GANDUSARI,3505150014,KRISIK,35.05.15.2014,KRISIK,66187,2023
41654,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050012,KEDUNGWUNGU,35.05.16.2001,KEDUNGWUNGU,66193,2023
41655,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050001,SALAMREJO,35.05.16.2002,SALAMREJO,66193,2023
41656,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050002,SUMBER KEMBAR,35.05.16.2003,SUMBERKEMBAR,66193,2023
41657,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050003,BINANGUN,35.05.16.2004,BINANGUN,53281,2023
41658,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050008,REJOSO,35.05.16.2005,REJOSO,66193,2023
41659,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050011,NGEMBUL,35.05.16.2006,NGEMBUL,66193,2023
4166,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021006,KETAPANG INDAH,11.10.10.2004,KETAPANG INDAH,24785,2023
41660,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050007,SAMBIGEDE,35.05.16.2007,SAMBIGEDE,66193,2023
41661,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050010,TAWANG REJO,35.05.16.2008,TAWANGREJO,66193,2023
41662,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050009,UMBUL DAMAR,35.05.16.2009,UMBULDAMAR,66193,2023
41663,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050006,NGADRI,35.05.16.2010,NGADRI,66193,2023
41664,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050004,BIROWO,35.05.16.2011,BIROWO,66193,2023
41665,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505050,BINANGUN,,BINANGUN,3505050005,SUKORAME,35.05.16.2012,SUKORAME,66193,2023
41666,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140004,BERU,35.05.17.1001,BERU,66184,2023
41667,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140005,BABADAN,35.05.17.1002,BABADAN,66184,2023
41668,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140003,TANGKIL,35.05.17.1003,TANGKIL,66184,2023
41669,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140002,WLINGI,35.05.17.1004,WLINGI,66184,2023
4167,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021003,GOSONG TELAGA TIMUR,11.10.10.2005,GOSONG TELAGA TIMUR,24785,2023
41670,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140001,KLEMUNAN,35.05.17.1006,KLEMUNAN,66184,2023
41671,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140006,TEMBALANG,35.05.17.2005,TEMBALANG,66184,2023
41672,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140007,NGADIRENGGO,35.05.17.2007,NGADIRENGGO,66184,2023
41673,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140008,TEGALASRI,35.05.17.2008,TEGALASRI,66184,2023
41674,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505140,WLINGI,,WLINGI,3505140009,BALEREJO,35.05.17.2009,BALEREJO,66184,2023
41675,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130001,SLOROK,35.05.18.2001,SLOROK,66186,2023
41676,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130006,SURU,35.05.18.2002,SURU,66186,2023
41677,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130007,PLUMBANGAN,35.05.18.2003,PLUMBANGAN,66186,2023
41678,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130008,SUMBER URIP,35.05.18.2004,SUMBERURIP,66186,2023
41679,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130002,GENENGAN,35.05.18.2005,GENENGAN,66186,2023
4168,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021007,GOSONG TELAGA BARAT,11.10.10.2006,GOSONG TELAGA BARAT,24785,2023
41680,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130005,DOKO,35.05.18.2006,DOKO,66186,2023
41681,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130003,JAMBEPAWON,35.05.18.2007,JAMBEPAWON,66186,2023
41682,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130004,SIDOREJO,35.05.18.2008,SIDOREJO,66186,2023
41683,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130009,RESAPOMBO,35.05.18.2009,RESAPOMBO,66186,2023
41684,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505130,DOKO,,DOKO,3505130010,KALIMANIS,35.05.18.2010,KALIMANIS,66186,2023
41685,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110001,SIRAMAN,35.05.19.2001,SIRAMAN,66191,2023
41686,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110003,KESAMBEN,35.05.19.2002,KESAMBEN,66191,2023
41687,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110002,JUGO,35.05.19.2003,JUGO,66191,2023
41688,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110006,PAGERWOJO,35.05.19.2004,PAGERWOJO,66191,2023
41689,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110004,PAGERGUNUNG,35.05.19.2005,PAGERGUNUNG,66191,2023
4169,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102021,SINGKIL UTARA,10-11-10,SINGKIL UTARA,1102021004,TELAGA BAKTI,11.10.10.2007,TELAGA BAKTI,24787,2023
41690,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110008,TEPAS,35.05.19.2006,TEPAS,66191,2023
41691,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110009,KEMIRIGEDE,35.05.19.2007,KEMIRIGEDE,66191,2023
41692,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110007,TAPAKREJO,35.05.19.2008,TAPAKREJO,66191,2023
41693,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110010,BUMIREJO,35.05.19.2009,BUMIREJO,66191,2023
41694,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505110,KESAMBEN,,KESAMBEN,3505110005,SUKOANYAR,35.05.19.2010,SUKOANYAR,66191,2023
41695,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040006,PURWOREJO,35.05.20.2001,PURWOREJO,66194,2023
41696,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040005,TULUNGREJO,35.05.20.2002,TULUNGREJO,66194,2023
41697,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040007,SUMBERARUM,35.05.20.2003,SUMBERARUM,66194,2023
41698,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040001,RINGIN REJO,35.05.20.2004,RINGINREJO,66194,2023
41699,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040008,MOJOREJO,35.05.20.2005,MOJOREJO,66194,2023
417,11,ACEH,11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104021,BABUL MAKMUR,02-11-06,BABUL MAKMUR,1104021025,SABILUSSALAM,11.02.06.2025,SABILUSSALAM,24674,2023
4170,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102032,DANAU PARIS,10-11-11,DANAU PARIS,1102032002,LAE BALNO,11.10.11.2001,LAE BALNO,24784,2023
41700,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040002,SUKOREJO,35.05.20.2006,SUKOREJO,66194,2023
41701,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040004,WATES,35.05.20.2007,WATES,55651,2023
41702,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505040,WATES,,WATES,3505040003,TUGU REJO,35.05.20.2008,TUGUREJO,66194,2023
41703,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120007,BANJARSARI,35.05.21.2001,BANJARSARI,66192,2023
41704,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120001,POHGAJIH,35.05.21.2002,POHGAJIH,66192,2023
41705,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120002,SELOREJO,35.05.21.2003,SELOREJO,66192,2023
41706,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120006,SUMBER AGUNG,35.05.21.2004,SUMBERAGUNG,66192,2023
41707,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120008,NGRENDENG,35.05.21.2005,NGRENDENG,66192,2023
41708,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120009,SIDOMULYO,35.05.21.2006,SIDOMULYO,66192,2023
41709,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120010,AMPELGADING,35.05.21.2007,AMPELGADING,66192,2023
4171,11,ACEH,11,ACEH,1102,KABUPATEN ACEH SINGKIL,1102032,DANAU PARIS,10-11-11,DANAU PARIS,1102032004,NAPA GALUH,11.10.11.2002,NAPAGALUH,24784,2023
41710,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120005,OLAK ALEN,35.05.21.2008,OLAK ALEN,66192,2023
41711,35,JAWA TIMUR,35,JAWA TIMUR,3505,KABUPATEN BLITAR,3505120,SELOREJO,,SELOREJO,3505120004,BORO,35.05.21.2009,BORO,66192,2023
