"village_code","province_code","province_name","city_code","city_name","district_code","district_name","village_name","postal_code","postal_code_candidate","candidate_status","candidate_sources","postal_code_diskominfo","postal_code_open_data_jabar","postal_code_kodepos_dev","postal_candidates","verification_status","confidence","review_required","selected_reason","administrative_resolution_applied","former_village_code","source_village_codes","source_ids","source_rows","snapshot","review_case_type","suggested_postal_code","suggestion_basis","unresolved_pattern","district_cluster_id","triplet_cluster_id","affected_rows_if_same_pattern","existing_pos_observation","existing_pos_match","existing_pos_evidence_url","reviewer","review_status","review_decision","reviewed_postal_code","evidence_source_name","evidence_url","evidence_checked_at","evidence_scope","review_notes","second_reviewer","second_review_status"
"32.02.35.2004","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.35","CIREUNGHAS","CIKURUTUG","43393","43193","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43393","43193","43193","43193;43393","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.35.2004;open_data_jabar:32.02.35.2004;kodepos_dev:32.02.35.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:734;open_data_jabar:18162;kodepos_dev:734","2026-08-11","two_source_candidate","43193","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43393","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43393","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.35.2005","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.35","CIREUNGHAS","TEGALPANJANG","43393","43193","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43393","43193","43193","43193;43393","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.35.2005;open_data_jabar:32.02.35.2005;kodepos_dev:32.02.35.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:735;open_data_jabar:18163;kodepos_dev:735","2026-08-11","two_source_candidate","43193","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43393","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43393","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2001","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","SUKALARANG","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2001;open_data_jabar:32.02.36.2001;kodepos_dev:32.02.36.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:736;open_data_jabar:18164;kodepos_dev:736","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2002","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","SUKAMAJU","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2002;open_data_jabar:32.02.36.2002;kodepos_dev:32.02.36.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:737;open_data_jabar:18165;kodepos_dev:737","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2003","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","CIMANGKOK","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2003;open_data_jabar:32.02.36.2003;kodepos_dev:32.02.36.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:738;open_data_jabar:18166;kodepos_dev:738","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2004","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","TITISAN","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2004;open_data_jabar:32.02.36.2004;kodepos_dev:32.02.36.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:739;open_data_jabar:18167;kodepos_dev:739","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2005","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","SEMPLAK","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2005;open_data_jabar:32.02.36.2005;kodepos_dev:32.02.36.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:740;open_data_jabar:18168;kodepos_dev:740","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.36.2006","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.36","SUKALARANG","PRIANGANJAYA","43391","43191","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43391","43191","43191","43191;43391","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.36.2006;open_data_jabar:32.02.36.2006;kodepos_dev:32.02.36.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:741;open_data_jabar:18169;kodepos_dev:741","2026-08-11","two_source_candidate","43191","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43391","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43391","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.37.2002","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.37","PABUARAN","CIWALAT","43373","43173","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43373","43173","43173","43173;43373","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.37.2002;open_data_jabar:32.02.37.2002;kodepos_dev:32.02.37.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:743;open_data_jabar:18172;kodepos_dev:743","2026-08-11","two_source_candidate","43173","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43373","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43373","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.37.2003","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.37","PABUARAN","SIRNASARI","43373","43173","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43373","43173","43173","43173;43373","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.37.2003;open_data_jabar:32.02.37.2003;kodepos_dev:32.02.37.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:744;open_data_jabar:18173;kodepos_dev:744","2026-08-11","two_source_candidate","43173","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43373","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43373","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.37.2004","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.37","PABUARAN","BANTARSARI","43373","43173","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43373","43173","43173","43173;43373","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.37.2004;open_data_jabar:32.02.37.2004;kodepos_dev:32.02.37.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:745;open_data_jabar:18174;kodepos_dev:745","2026-08-11","two_source_candidate","43173","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43373","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43373","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.37.2005","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.37","PABUARAN","SUKAJAYA","43373","43173","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43341","43173","43173","43173;43341","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.37.2005;open_data_jabar:32.02.37.2005;kodepos_dev:32.02.37.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:746;open_data_jabar:18175;kodepos_dev:746","2026-08-11","two_source_candidate","43173","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43373","matches_neither","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_pos_indonesia","43373","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.37.2006","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.37","PABUARAN","CIBADAK","43373","43173","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43373","43173","43173","43173;43373","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.37.2006;open_data_jabar:32.02.37.2006;kodepos_dev:32.02.37.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:747;open_data_jabar:18176;kodepos_dev:747","2026-08-11","two_source_candidate","43173","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43373","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43373","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2001","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","PURABAYA","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43387","43187","43187","43187;43387","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2001;open_data_jabar:32.02.38.2001;kodepos_dev:32.02.38.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:749;open_data_jabar:18178;kodepos_dev:749","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2002","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","NEGLASARI","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43387","43187","43187","43187;43387","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2002;open_data_jabar:32.02.38.2002;kodepos_dev:32.02.38.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:750;open_data_jabar:18179;kodepos_dev:750","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2003","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","PAGELARAN","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43387","43187","43187","43187;43387","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2003;open_data_jabar:32.02.38.2003;kodepos_dev:32.02.38.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:751;open_data_jabar:18180;kodepos_dev:751","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2004","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","CIMERANG","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43387","43187","43187","43187;43387","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2004;open_data_jabar:32.02.38.2004;kodepos_dev:32.02.38.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:752;open_data_jabar:18182;kodepos_dev:752","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2005","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","CITAMIANG","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43144","43187","43187","43144;43187","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2005;open_data_jabar:32.02.38.2005;kodepos_dev:32.02.38.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:753;open_data_jabar:18183;kodepos_dev:753","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_neither","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_pos_indonesia","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2006","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","MARGALUYU","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43392","43187","43187","43187;43392","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2006;open_data_jabar:32.02.38.2006;kodepos_dev:32.02.38.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:754;open_data_jabar:18184;kodepos_dev:754","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_neither","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_pos_indonesia","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.38.2007","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.38","PURABAYA","CICUKANG","43387","43187","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43371","43187","43187","43187;43371","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.38.2007;open_data_jabar:32.02.38.2007;kodepos_dev:32.02.38.2007","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:755;open_data_jabar:18185;kodepos_dev:755","2026-08-11","two_source_candidate","43187","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43387","matches_neither","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_pos_indonesia","43387","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2001","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","NYALINDUNG","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2001;open_data_jabar:32.02.39.2001;kodepos_dev:32.02.39.2001","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:756;open_data_jabar:18186;kodepos_dev:756","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2002","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","NEGLASARI","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2002;open_data_jabar:32.02.39.2002;kodepos_dev:32.02.39.2002","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:757;open_data_jabar:18187;kodepos_dev:757","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2003","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","SUKAMAJU","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2003;open_data_jabar:32.02.39.2003;kodepos_dev:32.02.39.2003","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:758;open_data_jabar:18188;kodepos_dev:758","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2004","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","BOJONGKALONG","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2004;open_data_jabar:32.02.39.2004;kodepos_dev:32.02.39.2004","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:759;open_data_jabar:18189;kodepos_dev:759","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2005","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","CIJANGKAR","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2005;open_data_jabar:32.02.39.2005;kodepos_dev:32.02.39.2005","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:760;open_data_jabar:18190;kodepos_dev:760","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2006","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","MEKARSARI","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2006;open_data_jabar:32.02.39.2006;kodepos_dev:32.02.39.2006","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:761;open_data_jabar:18191;kodepos_dev:761","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2007","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","WANGUNREJA","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2007;open_data_jabar:32.02.39.2007;kodepos_dev:32.02.39.2007","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:762;open_data_jabar:18193;kodepos_dev:762","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
"32.02.39.2008","32","JAWA BARAT","32.02","KAB. SUKABUMI","32.02.39","NYALINDUNG","CISITU","43396","43196","corroborated_by_two_sources","open_data_jabar_postal_2023;kodepos_dev_rest_api","43396","43196","43196","43196;43396","pos_indonesia_finalized","high","no","Project owner selected the Pos Indonesia exact hierarchy result as final.","no","","diskominfo:32.02.39.2008;open_data_jabar:32.02.39.2008;kodepos_dev:32.02.39.2008","diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api","diskominfo:763;open_data_jabar:18194;kodepos_dev:763","2026-08-11","two_source_candidate","43196","open_data_jabar_postal_2023;kodepos_dev_rest_api","","","","1","43396","matches_diskominfo","https://kodepos.posindonesia.co.id/CariKodepos","project_owner","completed","accept_diskominfo","43396","pos_indonesia_postcode_search","https://kodepos.posindonesia.co.id/CariKodepos","2026-08-11","exact_village_district_city_province_match","Project owner selected Pos Indonesia result as the final postal code.","","not_required"
